train accuracy,val accuracy,test accuracy,train loss,val loss,test loss
86.32489407853204,92.17879246262943,92.60934604250866,0.521947618345825,0.3063196368953761,0.3612855101085227
94.96546384631371,94.50487552904615,94.33322406333426,0.1714908917415507,0.2257915996745521,0.30968596154580946
96.85783836306358,94.9260153022467,94.33937565140103,0.10644183722229636,0.20969899188654095,0.3044170176853304
97.63508758374623,95.07755637168884,94.56538713496664,0.0793582336711032,0.2010524936166464,0.2879665654314601
97.6518280043894,95.29047935616737,94.55139662908472,0.060619642539900175,0.20871485382610677,0.3083825422369916
98.53823026832269,95.28290711197198,94.89877133265786,0.048004807785571535,0.20979199478147076,0.3051763533250145
98.29856336725001,95.3477863003226,94.74828269170679,0.03837288988811173,0.2147286598588906,0.32466838767995004
98.97973017424954,95.22860856617199,94.46714559327,0.032668382252509495,0.22809882418197744,0.33093592945648276
98.67957435092147,95.25575158642788,94.57395387732464,0.02544425972452273,0.23428845120703473,0.3407890699479891
98.79928568796235,95.4600965275484,94.85197883585225,0.022022060600907674,0.24310288669578,0.34335625544190407
98.8940178435676,95.20442146880954,94.13946452348128,0.018445151893669093,0.25589139065613936,0.36185868165415264
98.97609343942331,95.33785932204303,94.69865612361743,0.01650866735441496,0.2626808394915333,0.36821294288434414
99.53734415526293,95.13748942636975,93.8155463208323,0.014703287240545437,0.2657566641402595,0.37373875251606753
99.14131270987647,95.21957402135811,94.41808811996295,0.011204216318033939,0.2759216902229716,0.3768295586595069
99.13858610148333,95.1633730355431,94.39386842043504,0.010989704937911687,0.2863199436927543,0.38871988686530484
99.68040694995803,95.12819180301591,93.70168201301409,0.01032053887706288,0.29222660113637355,0.41245736538068106
99.18505442993981,95.1932290021111,93.83225078168122,0.00943594695750757,0.3068331173237632,0.41872156735347665
99.72579162947986,95.34658906506557,94.58423891793126,0.008694063551956788,0.2900121245606273,0.4009473360265079
99.22860638827694,95.22126702701344,94.37127916709237,0.008302166605396767,0.2951639034219232,0.39667820792807185
99.27168509789875,95.38309772809347,94.70871194549228,0.007191696975793575,0.3015569554934022,0.39617918285986653
99.28662396815359,95.33832727694043,94.22434088976487,0.006213111832039431,0.31731556016294393,0.4360201494849246
99.8020464972574,95.32496625301886,94.35475624125937,0.006367628943419787,0.3088100288866782,0.4007279716594064
99.31074833991576,95.32017322147594,94.2851889392604,0.005771987145227304,0.3176875424881776,0.42157613842383673
99.3126368340181,95.45233343161789,94.53166554803434,0.005711280905917211,0.3342944421056731,0.4300052183477775
99.28712504250663,95.11604157148624,93.64248669665793,0.0062616259318168214,0.32474971708713796,0.4331102350969677
99.813525317883,95.24404511732214,93.75724248264147,0.005824536756150263,0.32891841112252546,0.43939210604066437
99.29928995516836,95.29973771057877,94.18602300726849,0.0062439034960817125,0.3267699921430618,0.41969020348852093
99.83503979687788,95.34387985865274,94.32270306607951,0.005404978663136717,0.3333498840859416,0.42524555098751315
99.35478774868713,95.16541630614037,94.04042738935222,0.004255190846564875,0.33035558834671974,0.43093197258270305
99.3504744099111,95.04929325159858,93.40757377769636,0.004545127288797723,0.3418827917719004,0.4586847957385623
